k;b0.9;b0.99;b0.999
60;0.2680009144807367;0.23798384179843163;0.21451688160940108
61;0.258878465525624;0.22935999838513788;0.2063189261296534
62;0.24981918340759274;0.22081176101886868;0.19820619504721582
63;0.24082413740137215;0.21234032272383985;0.19017996823213384
64;0.23189450784190757;0.20394700359159051;0.18224166368123224
65;0.22303159450626475;0.19563325997779385;0.17439284688954804
66;0.21423682615968564;0.1874006949214282;0.1666352421426171
67;0.20551177178966684;0.17925107036838595;0.15897074491470564
68;0.19685815288777658;0.17118632073385825;0.1514014361296871
69;0.18827785805977715;0.16320856885123447;0.1439295985756026
70;0.17977295978943103;0.15532014378364606;0.1365577358221508
71;0.17134573353061416;0.14752360206976278;0.1292885934664837
72;0.16299867994264222;0.13982175147251868;0.12212518416250126
73;0.15473455090909444;0.13221767897699632;0.11507081608439718
74;0.14655637945655214;0.12471478315388679;0.10812912616323336
75;0.13846751543589414;0.11731681211088402;0.10130411856220375
76;0.13047166696615148;0.11002790796333803;0.0946002096129483
77;0.12257294996922691;0.10285265893011114;0.08802228060990144
78;0.11477594695963186;0.09579616167398275;0.08157573968503556
79;0.10708577776679479;0.08886409528358621;0.07526659555696699
80;0.09950818504211462;0.08206281027292209;0.06910154507527816
81;0.09204963815963521;0.07539943591628484;0.06308807787789145
82;0.08471746109827652;0.06888201121549947;0.05723460299273157
83;0.07751999129054041;0.06251964596051901;0.05155060192387341
84;0.07046677834346482;0.05632271974141684;0.046046816196625165
85;0.0635688359031722;0.050303131368213044;0.040735477044957766
86;0.056838965464086344;0.04447461383252715;0.035630590745458116
87;0.05029217726852764;0.03885313681355243;0.030748293043775833
88;0.043946246364496636;0.03345742618142865;0.026107292522375328
89;0.03782245999203876;0.02830964298960504;0.021729426658319534
90;0.03194664017542913;0.023436280105647446;0.01764035530934059
91;0.02635057149888427;0.018869356632437738;0.013870412873993945
92;0.021074038374690032;0.014648015301009131;0.010455612839468355
93;0.016167794856263094;0.010820638784677424;0.007438702620814865
94;0.011697977942992568;0.007447537845231927;0.0048698853359407076
95;0.007752706058875673;0.004603878596196952;0.002805982313785725
96;0.004451561778953457;0.0023808807075293027;0.0013043351433619744
97;0.0019560923749032894;0.0008767152408688278;0.0004006641780784412
98;0.00045957778138563997;0.00014313730498258129;4.5046744537622664e-05
99;9.999970179378404e-06;9.999598745990078e-07;9.995302335498854e-08
